sequence_id,video_id,url,first_frame,last_frame,n_annotated_frames,source_height,dataset_annotation,gait_pattern_annotation,cam_view
cll9uwjqd003o3o6lcu3t5orv,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,1533,1692,160,480,Abnormal Gait,abnormal,front
cll9uwwio003s3o6livli3vfd,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,1755,1905,151,480,Abnormal Gait,abnormal,back
cll9ux9kg003w3o6larf35e2j,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,1923,2386,464,480,Abnormal Gait,abnormal,front
cll9uxvtz00403o6l7p8awgpk,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,2402,2825,424,480,Abnormal Gait,abnormal,back
cll9uz70r00453o6l3c7yy5r2,v0ox_3qAvU8,https://www.youtube.com/watch?v=v0ox_3qAvU8,2082,2175,94,480,Abnormal Gait,exercise,front
cll9v16uc004c3o6liq2wc2u8,VAicLVgTZNQ,https://www.youtube.com/watch?v=VAicLVgTZNQ,709,814,106,480,Abnormal Gait,exercise,left side
cll9v1wrv004g3o6ldfsksu23,VAicLVgTZNQ,https://www.youtube.com/watch?v=VAicLVgTZNQ,815,899,85,480,Abnormal Gait,exercise,left side
cll9v2gym004k3o6lse7pn7tt,VAicLVgTZNQ,https://www.youtube.com/watch?v=VAicLVgTZNQ,900,994,95,480,Abnormal Gait,exercise,left side
cll9v50ee004y3o6lj9djtcfk,vawElqwgo_k,https://www.youtube.com/watch?v=vawElqwgo_k,3296,3676,381,480,Abnormal Gait,abnormal,back
cll9v6n7200523o6lbcj3iixb,vawElqwgo_k,https://www.youtube.com/watch?v=vawElqwgo_k,3779,4083,305,480,Abnormal Gait,abnormal,front
cll9v88e7005b3o6lsm78vmuo,VDv7QEcoRGg,https://www.youtube.com/watch?v=VDv7QEcoRGg,404,584,181,480,Abnormal Gait,exercise,left side
cll9v8q89005f3o6loixx36b4,VDv7QEcoRGg,https://www.youtube.com/watch?v=VDv7QEcoRGg,721,908,188,480,Abnormal Gait,exercise,right side
cll9v9302005j3o6lcgyrlbkp,VDv7QEcoRGg,https://www.youtube.com/watch?v=VDv7QEcoRGg,973,1085,113,480,Abnormal Gait,exercise,left side
cll9vb7gq005q3o6lmoiqs9sw,vfJBx50YcDw,https://www.youtube.com/watch?v=vfJBx50YcDw,30,330,301,720,Abnormal Gait,exercise,right side
cll9vdoyz00053o6lesqzcat4,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,1,238,238,480,Abnormal Gait,exercise,left side
cll9ve3jb00093o6lsp1bg88v,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,325,531,207,480,Abnormal Gait,exercise,right side
cll9vej3n000d3o6li0zfmfjh,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,645,908,264,480,Abnormal Gait,exercise,front
cll9vewwu000h3o6lb7juql1r,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,994,1194,201,480,Abnormal Gait,exercise,back
cll9vfa44000l3o6luf8qzkqs,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,1359,1557,199,480,Abnormal Gait,exercise,front
cll9vfq7v000p3o6l9ix6aagp,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,1611,1810,200,480,Abnormal Gait,exercise,back
cll9vg9un000t3o6ledh37ba2,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,2027,2211,185,480,Abnormal Gait,exercise,left side
cll9vgqli000x3o6lnyfwj9yf,VrgGp38yJhg,https://www.youtube.com/watch?v=VrgGp38yJhg,2280,2434,155,480,Abnormal Gait,exercise,right side
cll9vjtaw00133o6lyz1ucmc4,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,267,406,140,480,Abnormal Gait,normal,right side
cll9vqxj200233o6lbpxp789r,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,156,268,113,480,Abnormal Gait,abnormal,front
cll9vrrkg00273o6lpbpio8a8,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,326,372,47,480,Abnormal Gait,abnormal,front
cll9vtlla002b3o6lisshyo9b,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,4283,4444,162,480,Abnormal Gait,abnormal,front
cll9vuw4l002f3o6lr59zivwa,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,4923,5069,147,480,Abnormal Gait,abnormal,front
cll9vw6df002j3o6l4u88m6kj,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,5364,5454,91,480,Abnormal Gait,abnormal,right side
cll9vx1ut002n3o6lnaazymt0,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,5455,5549,95,480,Abnormal Gait,abnormal,front
cll9vy38r002r3o6lllypg329,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,5940,6201,262,480,Abnormal Gait,abnormal,front
cll9vzp27002v3o6lp47tfzfc,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,6763,6971,209,480,Abnormal Gait,abnormal,front
cll9w0eci002z3o6lpytk6e0z,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,7080,7138,59,480,Abnormal Gait,abnormal,front
cll9w1e0500333o6l5omih4uh,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,7223,7344,122,480,Abnormal Gait,abnormal,front
cll9w31b300373o6ljog7yocm,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,7635,7777,143,480,Abnormal Gait,abnormal,back
cll9w42za003b3o6l0zdfv5bn,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,7778,7929,152,480,Abnormal Gait,abnormal,front
cll9w4rnj003f3o6lzdlqqweb,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,8019,8251,233,480,Abnormal Gait,abnormal,front
cll9w5nit003j3o6laorvtuh0,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,8327,8487,161,480,Abnormal Gait,abnormal,left side
cll9w6h2n003n3o6l223ksi8x,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,8551,8665,115,480,Abnormal Gait,abnormal,left side
cll9w7285003r3o6ldsmkwev2,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,8681,8949,269,480,Abnormal Gait,abnormal,left side
cll9w85wy003v3o6lz06f49i4,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,8998,9132,135,480,Abnormal Gait,abnormal,left side
cll9w8x9u003z3o6lzqucccdy,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,9145,9258,114,480,Abnormal Gait,abnormal,front
cll9w9nz000433o6l7wkh825g,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,9259,9407,149,480,Abnormal Gait,abnormal,front
cll9waubg00473o6l19jbb2mu,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,9630,9691,62,480,Abnormal Gait,abnormal,left side
cll9wbp04004b3o6ldbbhuvwx,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,9692,9754,63,480,Abnormal Gait,abnormal,back
cll9wckf9004f3o6lcoi6h59t,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,9969,10088,120,480,Abnormal Gait,abnormal,left side
cll9we96m004j3o6lzffy3h41,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,10575,10693,119,480,Abnormal Gait,abnormal,front
cll9wf622004n3o6lbzugnnix,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,10716,11291,576,480,Abnormal Gait,abnormal,front
cll9wg28l004r3o6lvje4jtk1,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11292,11486,195,480,Abnormal Gait,abnormal,front
cll9wgth7004v3o6l3sw4err0,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11487,11630,144,480,Abnormal Gait,abnormal,left side
cll9whe0h004z3o6letax0zcr,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11631,11670,40,480,Abnormal Gait,abnormal,left side
cll9whpoi00533o6l0mz819gz,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11671,11737,67,480,Abnormal Gait,abnormal,left side
cll9wibkn00573o6l2f7dlhrh,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11738,11818,81,480,Abnormal Gait,abnormal,left side
cll9wjdqf005b3o6lu8tv6wdv,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11877,11958,82,480,Abnormal Gait,abnormal,left side
cll9wke04005f3o6liq6qtkgx,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,11960,12077,118,480,Abnormal Gait,abnormal,left side
cll9wlgu7005j3o6lefspaeem,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,12091,12129,39,480,Abnormal Gait,abnormal,left side
cll9wlxrk005n3o6l1cd92hoh,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,12130,12155,26,480,Abnormal Gait,abnormal,left side
cll9wn92s005r3o6le8yr0rgi,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,12779,12873,95,480,Abnormal Gait,abnormal,front
cll9wol7q005v3o6l8qd4mtxz,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,14326,14436,111,480,Abnormal Gait,abnormal,front
cll9wq8oc005z3o6lgzuw4rfo,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,14678,14944,267,480,Abnormal Gait,abnormal,front
cll9wr80g00633o6lg2tmhqi7,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,15247,15413,167,480,Abnormal Gait,abnormal,front
cll9wsbzf00673o6lhloccwpj,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,15456,15555,100,480,Abnormal Gait,abnormal,front
cll9wtk9j006b3o6l447t02ju,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,15677,15773,97,480,Abnormal Gait,abnormal,back
cll9wu7p1006f3o6lvttbgw8r,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,15872,16104,233,480,Abnormal Gait,abnormal,front
cll9wuubq006j3o6lsw6f6s9h,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,16106,16203,98,480,Abnormal Gait,abnormal,back
cll9wv828006n3o6llgnvk6fw,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,16204,16232,29,480,Abnormal Gait,abnormal,back
cll9wweq1006r3o6ly8fqv6gh,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,16411,16453,43,480,Abnormal Gait,abnormal,left side
cll9wwuk0006v3o6lucy4o88r,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,16454,16605,152,480,Abnormal Gait,abnormal,left side
cll9wxj1v006z3o6lek7gwmy4,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,16606,16652,47,480,Abnormal Gait,abnormal,front
cll9wynof00733o6lf0e78c23,w_axFZ8GZms,https://www.youtube.com/watch?v=w_axFZ8GZms,16654,16743,90,480,Abnormal Gait,abnormal,front
cll9x0jzl00793o6lm18f4tsp,W2zuwaWej8c,https://www.youtube.com/watch?v=W2zuwaWej8c,970,1334,365,480,Abnormal Gait,abnormal,left side
cll9x19tm007e3o6luepdvgep,W35NeWDslAE,https://www.youtube.com/watch?v=W35NeWDslAE,1,286,286,480,Abnormal Gait,abnormal,front
cll9x1wxt007i3o6lxiyp6gs2,W35NeWDslAE,https://www.youtube.com/watch?v=W35NeWDslAE,353,607,255,480,Abnormal Gait,abnormal,back
cll9x2atj007m3o6la49iflfi,W35NeWDslAE,https://www.youtube.com/watch?v=W35NeWDslAE,665,1427,763,480,Abnormal Gait,abnormal,front
cll9x2r7c007p3o6l4dqekhnl,W35NeWDslAE,https://www.youtube.com/watch?v=W35NeWDslAE,1656,2454,799,480,Abnormal Gait,abnormal,back
cll9x3gsf007u3o6laeaexzen,W7IZV0m45xA,https://www.youtube.com/watch?v=W7IZV0m45xA,1,299,299,480,Abnormal Gait,abnormal,right side
cll9x3zb0007y3o6l9z096i87,W7IZV0m45xA,https://www.youtube.com/watch?v=W7IZV0m45xA,368,636,269,480,Abnormal Gait,abnormal,right side
cll9x4pt100823o6lf1hqdszv,W7IZV0m45xA,https://www.youtube.com/watch?v=W7IZV0m45xA,643,1459,817,480,Abnormal Gait,abnormal,right side
cll9x56vp00863o6labnlv6yt,W7IZV0m45xA,https://www.youtube.com/watch?v=W7IZV0m45xA,1735,2719,985,480,Abnormal Gait,abnormal,left side
cll9x793900053o6l4pkc6uco,W-e2_He_u6Y,https://www.youtube.com/watch?v=W-e2_He_u6Y,1939,2133,195,480,Abnormal Gait,antalgic,front
cll9x7wof00093o6lyuh32onb,W-e2_He_u6Y,https://www.youtube.com/watch?v=W-e2_He_u6Y,2474,2683,210,480,Abnormal Gait,antalgic,front
cll9x8ght000d3o6l4clj3v43,W-e2_He_u6Y,https://www.youtube.com/watch?v=W-e2_He_u6Y,3143,3322,180,480,Abnormal Gait,antalgic,front
cll9x90dx000h3o6lbcp3ofpv,W-e2_He_u6Y,https://www.youtube.com/watch?v=W-e2_He_u6Y,3891,4110,220,480,Abnormal Gait,antalgic,front
cll9xa1wk000p3o6lnyp2jzmn,W-e2_He_u6Y,https://www.youtube.com/watch?v=W-e2_He_u6Y,4700,4962,263,480,Abnormal Gait,antalgic,front
cll9xbavd000v3o6lcuiseko3,wKPijYAemYA,https://www.youtube.com/watch?v=wKPijYAemYA,848,1010,163,480,Abnormal Gait,exercise,right side
cll9xc1np00103o6l7mlj3e43,WLPBz6gAYrY,https://www.youtube.com/watch?v=WLPBz6gAYrY,1,366,366,360,Abnormal Gait,abnormal,right side
cll9xchd900143o6lj63k8c6r,WLPBz6gAYrY,https://www.youtube.com/watch?v=WLPBz6gAYrY,429,761,333,360,Abnormal Gait,abnormal,left side
cll9xcslc00183o6l9eyhnguz,WLPBz6gAYrY,https://www.youtube.com/watch?v=WLPBz6gAYrY,783,2227,1445,360,Abnormal Gait,abnormal,right side
cll9xdfxd001c3o6l6mds2dvp,WLPBz6gAYrY,https://www.youtube.com/watch?v=WLPBz6gAYrY,2495,3824,1330,360,Abnormal Gait,abnormal,left side
cll9xelef001i3o6lz3xa6hw6,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,1,194,194,480,Abnormal Gait,abnormal,right side
cll9xf4z7001m3o6l1kaimbdt,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,238,437,200,480,Abnormal Gait,abnormal,left side
cll9xfkzk001q3o6lfnqnzvtc,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,452,1087,636,480,Abnormal Gait,abnormal,right side
cll9xwz5r001u3o6lp3khnj7q,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,1274,2008,735,480,Abnormal Gait,abnormal,left side
cll9xxd7l001y3o6l53bs9rox,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,2017,2186,170,480,Abnormal Gait,abnormal,front
cll9xxn1300223o6ld7rnxtls,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,2237,2404,168,480,Abnormal Gait,abnormal,back
cll9xy2d900263o6llvx82ob0,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,2410,3108,699,480,Abnormal Gait,abnormal,front
cll9xyhl400293o6l0ais7ans,wRntYsztIEY,https://www.youtube.com/watch?v=wRntYsztIEY,3331,3889,559,480,Abnormal Gait,abnormal,back
cll9xz82s002d3o6l4m4f9oj4,WwFFa-VHz3o,https://www.youtube.com/watch?v=WwFFa-VHz3o,119,235,117,720,Abnormal Gait,exercise,right side
cll9y063j002i3o6lfk3xgifq,WWS-iOlLsoo,https://www.youtube.com/watch?v=WWS-iOlLsoo,743,890,148,480,Abnormal Gait,cerebral palsy,back
cll9y0psg002m3o6lg6c2sd97,WWS-iOlLsoo,https://www.youtube.com/watch?v=WWS-iOlLsoo,921,1037,117,480,Abnormal Gait,cerebral palsy,front
cll9y3j53002u3o6ldv6062um,XDC4tTuZvRk,https://www.youtube.com/watch?v=XDC4tTuZvRk,218,621,404,480,Abnormal Gait,exercise,left side
cll9y4lev00303o6lah01qglm,xhX66Sz7vec,https://www.youtube.com/watch?v=xhX66Sz7vec,1,208,208,360,Abnormal Gait,exercise,right side
cll9y5en600353o6lll2biua4,XnxgvSRTpVg,https://www.youtube.com/watch?v=XnxgvSRTpVg,1,183,183,480,Abnormal Gait,inebriated,back
cll9y6cyt00393o6ld8esryy9,XnxgvSRTpVg,https://www.youtube.com/watch?v=XnxgvSRTpVg,773,1094,322,480,Abnormal Gait,inebriated,back
cll9y725p003e3o6lr6oco1w9,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,1,86,86,480,Abnormal Gait,abnormal,front
cll9y7s1s003i3o6lo33zan5m,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,110,250,141,480,Abnormal Gait,abnormal,front
cll9y84ep003m3o6lpk4lprg8,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,251,470,220,480,Abnormal Gait,abnormal,front
cll9y8lpw003q3o6l5ynsgrm5,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,471,627,157,480,Abnormal Gait,abnormal,front
cll9y9spt003u3o6l3sjk40hf,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,628,802,175,480,Abnormal Gait,abnormal,front
cll9yab0u003y3o6lj0ncffa5,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,803,1251,449,480,Abnormal Gait,abnormal,front
cll9yaxfs00413o6lqxu7a4qw,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,1252,1374,123,480,Abnormal Gait,abnormal,front
cll9ybfgq00453o6ltqrsnmq0,XT_laviJR7U,https://www.youtube.com/watch?v=XT_laviJR7U,1375,1618,244,480,Abnormal Gait,abnormal,front
cllafl1ea00063o6l2akt6pg5,y6jgFgMVJmA,https://www.youtube.com/watch?v=y6jgFgMVJmA,1,110,110,480,Abnormal Gait,abnormal,front
cllaflvfo000a3o6lrdm0akp5,y6jgFgMVJmA,https://www.youtube.com/watch?v=y6jgFgMVJmA,450,555,106,480,Abnormal Gait,abnormal,back
cllafmjc4000e3o6lz21wye9y,y6jgFgMVJmA,https://www.youtube.com/watch?v=y6jgFgMVJmA,650,783,134,480,Abnormal Gait,abnormal,front
cllam0u6900053o6ls6ps8z9c,YDuAE9ta-ck,https://www.youtube.com/watch?v=YDuAE9ta-ck,1863,3138,1276,480,Abnormal Gait,exercise,right side
cllam232500093o6l726e7cf4,YDuAE9ta-ck,https://www.youtube.com/watch?v=YDuAE9ta-ck,3726,4524,799,480,Abnormal Gait,exercise,right side
cllam5aan000f3o6lynjpzonn,YI_Gz5MPjBQ,https://www.youtube.com/watch?v=YI_Gz5MPjBQ,167,417,251,360,Abnormal Gait,exercise,left side
cllam6iz2000n3o6l64srxfcp,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,1,524,524,480,Abnormal Gait,abnormal,left side
cllam6wcv000r3o6lq0gebr35,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,528,936,409,480,Abnormal Gait,abnormal,right side
cllam7kno000v3o6lzb3jexu6,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,938,1113,176,480,Abnormal Gait,abnormal,left side
cllam7xgc000z3o6lwanrl4ie,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,1125,1492,368,480,Abnormal Gait,abnormal,left side
cllam8frg00133o6l16jpk53x,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,1494,1868,375,480,Abnormal Gait,abnormal,left side
cllam8www00173o6l4nf6u36a,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,1877,2159,283,480,Abnormal Gait,abnormal,right side
cllam9ewb001b3o6liwz90gsq,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,2167,2358,192,480,Abnormal Gait,abnormal,left side
cllam9w82001f3o6lb3j1vm9l,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,2362,2549,188,480,Abnormal Gait,abnormal,left side
cllama9uj001j3o6lk9zjv9vx,yIRxcmKJnAY,https://www.youtube.com/watch?v=yIRxcmKJnAY,2561,2780,220,480,Abnormal Gait,abnormal,right side
cllambhdi001o3o6l90k9o1gx,YjRoLtP1di0,https://www.youtube.com/watch?v=YjRoLtP1di0,1,1004,1004,480,Abnormal Gait,stroke,right side
cllamcout001v3o6lx51e4fcu,yk6iSZuuk24,https://www.youtube.com/watch?v=yk6iSZuuk24,470,767,298,480,Abnormal Gait,stroke,front
cllamdkcy001z3o6loclvtv5v,yk6iSZuuk24,https://www.youtube.com/watch?v=yk6iSZuuk24,2398,2582,185,480,Abnormal Gait,stroke,front
cllame9uz00233o6lt03c2x51,yk6iSZuuk24,https://www.youtube.com/watch?v=yk6iSZuuk24,3150,3577,428,480,Abnormal Gait,stroke,front
cllamf5or00273o6l8cchelc8,yk6iSZuuk24,https://www.youtube.com/watch?v=yk6iSZuuk24,4755,4966,212,480,Abnormal Gait,stroke,front
cllamg376002c3o6lyco69adn,YN0QlXQCbCY,https://www.youtube.com/watch?v=YN0QlXQCbCY,1,455,455,320,Abnormal Gait,exercise,front
cllamgxfm002g3o6l9dg956zh,YN0QlXQCbCY,https://www.youtube.com/watch?v=YN0QlXQCbCY,460,653,194,320,Abnormal Gait,exercise,front
cllamhc1p002j3o6lnjd3qvum,YN0QlXQCbCY,https://www.youtube.com/watch?v=YN0QlXQCbCY,658,807,150,320,Abnormal Gait,exercise,front
cllami1j5002o3o6lds4184l6,YQ4N76aCCL8,https://www.youtube.com/watch?v=YQ4N76aCCL8,1,140,140,720,Abnormal Gait,exercise,left side
cllamk891002v3o6l8a36t9w3,yULxvDc9e8c,https://www.youtube.com/watch?v=yULxvDc9e8c,5201,5371,171,360,Abnormal Gait,myopathic,left side
cllaml2du002z3o6lbv3vxy4k,yULxvDc9e8c,https://www.youtube.com/watch?v=yULxvDc9e8c,5406,5541,136,360,Abnormal Gait,myopathic,back
cllamlqvv00333o6lu8l3jlwo,yULxvDc9e8c,https://www.youtube.com/watch?v=yULxvDc9e8c,5667,5800,134,360,Abnormal Gait,myopathic,front
cllammjw100373o6l59nhywr7,yULxvDc9e8c,https://www.youtube.com/watch?v=yULxvDc9e8c,5839,6000,162,360,Abnormal Gait,myopathic,back
cllamo3pq003d3o6ldsog6gb1,Z_SEzAFi6-s,https://www.youtube.com/watch?v=Z_SEzAFi6-s,1,151,151,480,Abnormal Gait,stroke,back
cllamomk2003h3o6lxq0mitm2,Z_SEzAFi6-s,https://www.youtube.com/watch?v=Z_SEzAFi6-s,155,299,145,480,Abnormal Gait,stroke,front
cllamp814003l3o6lle1ds6yw,Z_SEzAFi6-s,https://www.youtube.com/watch?v=Z_SEzAFi6-s,302,373,72,480,Abnormal Gait,stroke,front
cllampv8c003p3o6l2k0e60tp,Z_SEzAFi6-s,https://www.youtube.com/watch?v=Z_SEzAFi6-s,471,548,78,480,Abnormal Gait,stroke,back
cllamrqq8003v3o6lk9rfdt01,Z4vLObF-0Yo,https://www.youtube.com/watch?v=Z4vLObF-0Yo,528,606,79,480,Abnormal Gait,inebriated,right side
cllamsonz003z3o6lwrp5vstm,Z4vLObF-0Yo,https://www.youtube.com/watch?v=Z4vLObF-0Yo,668,772,105,480,Abnormal Gait,inebriated,back
cllamwa5z00493o6lnpn080ov,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,3567,3793,227,360,Abnormal Gait,myopathic,back
cllamwozn004d3o6l7puz81dt,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,3831,4095,265,360,Abnormal Gait,myopathic,front
cllamxx59004k3o6lkg8cvmpl,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,4396,4819,424,360,Abnormal Gait,myopathic,back
cllamyil1004o3o6lsl7ye5jj,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,4863,5051,189,360,Abnormal Gait,myopathic,front
cllanmdaj004t3o6l87rnq2m9,zMeKiOtDG9I,https://www.youtube.com/watch?v=zMeKiOtDG9I,583,728,146,480,Abnormal Gait,abnormal,front
cllano2w1004y3o6la5r54560,ZmpGIPxKlok,https://www.youtube.com/watch?v=ZmpGIPxKlok,502,1149,648,480,Abnormal Gait,abnormal,back
cllanpawc00523o6lue6quxgr,ZmpGIPxKlok,https://www.youtube.com/watch?v=ZmpGIPxKlok,4284,4384,101,480,Abnormal Gait,abnormal,back
cllanpv2600563o6lzc4igc2r,ZmpGIPxKlok,https://www.youtube.com/watch?v=ZmpGIPxKlok,4461,4550,90,480,Abnormal Gait,abnormal,front
cllans7ke00063o6lnfjxskgg,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,131,251,121,480,Abnormal Gait,antalgic,right side
cllanslnj000a3o6lyqljitdf,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,306,426,121,480,Abnormal Gait,antalgic,left side
cllant0x7000e3o6lscuptdtz,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,474,705,232,480,Abnormal Gait,antalgic,right side
cllantlza000i3o6lnv5hcmc7,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,712,828,117,480,Abnormal Gait,antalgic,left side
cllantxhs000m3o6l1gw4ej4r,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,857,1026,170,480,Abnormal Gait,antalgic,right side
cllanuda0000q3o6lqaqrsc0c,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,1085,1236,152,480,Abnormal Gait,antalgic,left side
cllanuqaa000u3o6lg3qa4fgb,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,1299,1467,169,480,Abnormal Gait,antalgic,right side
cllanv4az000y3o6lpkyl32yu,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,1525,1738,214,480,Abnormal Gait,antalgic,front
cllanvjdw00123o6ltqxqhs3e,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,1746,1967,222,480,Abnormal Gait,antalgic,back
cllanvy8000153o6l94mtkf4b,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,2026,2236,211,480,Abnormal Gait,antalgic,front
cllanwlpm00193o6lv40noprb,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,2243,2465,223,480,Abnormal Gait,antalgic,back
cllanxilv001d3o6lavwr416p,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,2603,2775,173,480,Abnormal Gait,antalgic,right side
cllap6kwg00053o6l6g17cz92,JSyLnt3rLxs,https://www.youtube.com/watch?v=JSyLnt3rLxs,1491,1896,406,240,Abnormal Gait,abnormal,right side
cllap736i00093o6l11o1jdog,JSyLnt3rLxs,https://www.youtube.com/watch?v=JSyLnt3rLxs,1931,2336,406,240,Abnormal Gait,abnormal,left side
