method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
unchanged,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
coordinate,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008158131933243853,visible,window_median_reference,clean,14.0
coordinate,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006459183998877038,visible,window_median_reference,clean,12.0
coordinate,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006691187372441372,visible,window_median_reference,clean,14.0
direct,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00723017989301765,visible,window_median_reference,clean,3.0
direct,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.005553138463821185,visible,window_median_reference,clean,1.0
direct,development,17,vitpose_base,automated-source-screen,displacement_nle,0.005670688570966075,visible,window_median_reference,clean,1.0
filter0,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008002777479515182,visible,window_median_reference,clean,7.0
filter0,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006413909957636528,visible,window_median_reference,clean,10.0
filter0,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006548986454862141,visible,window_median_reference,clean,6.0
filter1,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.006789381816747522,visible,window_median_reference,clean,2.0
filter1,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006253964011563609,visible,window_median_reference,clean,7.0
filter1,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006431427599950297,visible,window_median_reference,clean,3.0
filter2,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.006633233236117603,visible,window_median_reference,clean,1.0
filter2,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006500977946332278,visible,window_median_reference,clean,13.0
filter2,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006690513859460556,visible,window_median_reference,clean,13.0
initialized,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008024286257371971,visible,window_median_reference,clean,12.0
initialized,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006237540743446491,visible,window_median_reference,clean,6.0
initialized,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006586758609049784,visible,window_median_reference,clean,11.0
joint_affine,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008038864291276959,visible,window_median_reference,clean,13.0
joint_affine,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006557260507169281,visible,window_median_reference,clean,14.0
joint_affine,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006668983457572075,visible,window_median_reference,clean,12.0
joint_offset,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008002777481534938,visible,window_median_reference,clean,9.0
joint_offset,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006413909947260275,visible,window_median_reference,clean,9.0
joint_offset,development,17,vitpose_base,automated-source-screen,displacement_nle,0.00654898640212636,visible,window_median_reference,clean,5.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007965029005498335,visible,window_median_reference,clean,5.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006084100913637366,visible,window_median_reference,clean,2.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006508620737831569,visible,window_median_reference,clean,4.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008016954135483529,visible,window_median_reference,clean,10.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006203318473885803,visible,window_median_reference,clean,4.0
paired_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006581303650879972,visible,window_median_reference,clean,9.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008019503857047687,visible,window_median_reference,clean,11.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006208529143587581,visible,window_median_reference,clean,5.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006586186141039772,visible,window_median_reference,clean,10.0
smoothnet,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007984763747952045,visible,window_median_reference,clean,6.0
smoothnet,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.0064134296033783065,visible,window_median_reference,clean,8.0
smoothnet,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006566933261372919,visible,window_median_reference,clean,8.0
static,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00786597562551801,visible,window_median_reference,clean,4.0
static,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006133526789766769,visible,window_median_reference,clean,3.0
static,development,17,vitpose_base,automated-source-screen,displacement_nle,0.0062129817196209785,visible,window_median_reference,clean,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008002777479515182,visible,window_median_reference,clean,7.0
unchanged,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006413909957636528,visible,window_median_reference,clean,10.0
unchanged,development,17,vitpose_base,automated-source-screen,displacement_nle,0.006548986454862141,visible,window_median_reference,clean,6.0
coordinate,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.009764755502160447,visible,window_median_reference,clean,10.0
coordinate,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.009532451442537303,visible,window_median_reference,clean,10.0
coordinate,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.009105917871345938,visible,window_median_reference,clean,9.0
direct,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.004806527370194978,visible,window_median_reference,clean,1.0
direct,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.0041737038991766185,visible,window_median_reference,clean,1.0
direct,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.004242990413734728,visible,window_median_reference,clean,1.0
filter0,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.013659773203141146,visible,window_median_reference,clean,13.0
filter0,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.013319502425514568,visible,window_median_reference,clean,13.0
filter0,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.015134930796004168,visible,window_median_reference,clean,13.0
filter1,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.01354008017771052,visible,window_median_reference,clean,12.0
filter1,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.013192069684948854,visible,window_median_reference,clean,12.0
filter1,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.014969738930778768,visible,window_median_reference,clean,12.0
filter2,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.0134099181742905,visible,window_median_reference,clean,11.0
filter2,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.0130348817073724,visible,window_median_reference,clean,11.0
filter2,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.014786878118445618,visible,window_median_reference,clean,11.0
initialized,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.005198988726062344,visible,window_median_reference,clean,4.0
initialized,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.005558520905970338,visible,window_median_reference,clean,4.0
initialized,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.005164089051027703,visible,window_median_reference,clean,4.0
joint_affine,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.0069551978977317715,visible,window_median_reference,clean,7.0
joint_affine,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.00701584436744165,visible,window_median_reference,clean,7.0
joint_affine,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.006019878904444335,visible,window_median_reference,clean,5.0
joint_offset,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.008100031948045644,visible,window_median_reference,clean,9.0
joint_offset,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.008159405768880712,visible,window_median_reference,clean,9.0
joint_offset,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.006789859961871125,visible,window_median_reference,clean,6.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.0049324381274833875,visible,window_median_reference,clean,3.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.0049261681846110685,visible,window_median_reference,clean,3.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.004272893498134509,visible,window_median_reference,clean,2.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.005362039943130791,visible,window_median_reference,clean,6.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.005947974060220222,visible,window_median_reference,clean,5.0
paired_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.007197197117174638,visible,window_median_reference,clean,8.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.005354357788327422,visible,window_median_reference,clean,5.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.006011478913425041,visible,window_median_reference,clean,6.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.007119913383397966,visible,window_median_reference,clean,7.0
smoothnet,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.008063140484647877,visible,window_median_reference,clean,8.0
smoothnet,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.007370931621611966,visible,window_median_reference,clean,8.0
smoothnet,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.009438592930624512,visible,window_median_reference,clean,10.0
static,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.004844768934922944,visible,window_median_reference,clean,2.0
static,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.004391738169766706,visible,window_median_reference,clean,2.0
static,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.004347542377126971,visible,window_median_reference,clean,3.0
unchanged,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,0.013659773203141146,visible,window_median_reference,clean,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.013319502425514568,visible,window_median_reference,clean,13.0
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.015134930796004168,visible,window_median_reference,clean,13.0
